Index,period,org_code,type,attendances,breaches,admissions
6304,2017-10-01,RTP,1,8411,573,2484
6306,2017-10-01,RBA,1,6156,516,2073
6308,2017-10-01,RDZ,1,6611,473,1967
6310,2017-10-01,RA9,1,6369,656,2592
6312,2017-10-01,RHM,1,8832,957,3143
6315,2017-10-01,RA7,1,9917,1132,2955
6318,2017-10-01,RYR,1,11741,800,3395
6320,2017-10-01,RA3,1,3770,473,1098
6324,2017-10-01,RA4,1,4392,83,1356
6325,2017-09-01,RF4,1,19992,3014,4773
6328,2017-09-01,R1H,1,28070,5228,6676
6333,2017-09-01,RQM,1,16776,1492,3680
6335,2017-09-01,RJ6,1,6488,1337,2302
6338,2017-09-01,RVR,1,12183,601,3257
6340,2017-09-01,RJ1,1,11559,1221,3015
6344,2017-09-01,RQX,1,9964,440,1599
6346,2017-09-01,RYJ,1,9582,2869,3336
6349,2017-09-01,RJZ,1,16887,3336,4408
6352,2017-09-01,RAX,1,8697,811,1921
6354,2017-09-01,RJ2,1,17862,2248,4292
6356,2017-09-01,R1K,1,11272,4847,4664
6360,2017-09-01,RAP,1,13579,1926,2712
6362,2017-09-01,RAL,1,17528,3215,3643
6365,2017-09-01,RJ7,1,12763,1402,3875
6368,2017-09-01,RAS,1,5361,1532,2053
6372,2017-09-01,RRV,1,10973,1323,1828
6375,2017-09-01,RKE,1,8052,811,1348
6378,2017-09-01,RDD,1,11470,995,2504
6379,2017-09-01,RC1,1,5996,595,1814
6382,2017-09-01,RQ3,1,4775,439,1074
6383,2017-09-01,RJF,1,5319,754,1821
6385,2017-09-01,RGT,1,9385,944,3204
6387,2017-09-01,RFS,1,6760,316,1906
6389,2017-09-01,RDE,1,7538,1495,2316
6392,2017-09-01,RTG,1,11021,1782,3314
6398,2017-09-01,RLT,1,6680,593,1177
6400,2017-09-01,RR1,1,18926,4465,6138
6403,2017-09-01,RGQ,1,7195,699,1863
6405,2017-09-01,RGP,1,6397,423,1213
6407,2017-09-01,RNQ,1,7215,1122,2330
6410,2017-09-01,RC9,1,8691,188,2485
6415,2017-09-01,RQ8,1,8176,794,2371
6417,2017-09-01,RD8,1,7404,717,1469
6420,2017-09-01,RM1,1,8464,1823,2617
6422,2017-09-01,RGN,1,11392,2029,2998
6424,2017-09-01,RNS,1,8698,1255,2600
6428,2017-09-01,RX1,1,14199,2731,3697
6435,2017-09-01,RXK,1,14266,2146,3030
6438,2017-09-01,RK5,1,8105,874,2509
6440,2017-09-01,RXW,1,10133,2265,2220
6444,2017-09-01,RJC,1,5607,408,1763
6446,2017-09-01,RAJ,1,8205,1022,2397
6449,2017-09-01,RNA,1,8563,1586,2290
6451,2017-09-01,RQW,1,8312,2467,1528
6452,2017-09-01,RCX,1,5258,340,2061
6453,2017-09-01,RL4,1,10884,1476,2579
6455,2017-09-01,RWD,1,12605,2940,3481
6456,2017-09-01,RRK,1,9693,1683,2801
6457,2017-09-01,RKB,1,11362,3319,4131
6460,2017-09-01,RWE,1,17762,3083,4352
6462,2017-09-01,RJE,1,13705,4684,4463
6465,2017-09-01,RBK,1,6235,1752,2089
6468,2017-09-01,RWG,1,7713,2125,2859
6470,2017-09-01,RGR,1,5743,635,2103
6471,2017-09-01,RWP,1,9817,2716,2921
6473,2017-09-01,RLQ,1,4596,998,1156
6475,2017-09-01,REM,1,7034,2081,2723
6477,2017-09-01,RCF,1,5538,379,1128
6478,2017-09-01,RBS,1,4623,230,925
6480,2017-09-01,RFF,1,6932,373,1907
6481,2017-09-01,RXL,1,7098,2662,2182
6483,2017-09-01,RMC,1,8490,1455,2286
6485,2017-09-01,RAE,1,10863,1432,2780
6488,2017-09-01,RWY,1,12732,1118,2977
6489,2017-09-01,RW3,1,12539,1940,3811
6492,2017-09-01,RLN,1,7637,741,2603
6495,2017-09-01,RJR,1,6155,931,2023
6497,2017-09-01,RXP,1,10874,546,3254
6499,2017-09-01,RP5,1,10847,861,3130
6501,2017-09-01,RJN,1,4059,670,874
6503,2017-09-01,RXR,1,8706,1758,3031
6505,2017-09-01,RR7,1,7317,375,1622
6507,2017-09-01,RCD,1,4065,284,959
6510,2017-09-01,RWA,1,10857,1637,2996
6513,2017-09-01,RXN,1,5501,1746,1617
6516,2017-09-01,RR8,1,16952,2618,4868
6522,2017-09-01,RBT,1,5556,422,1850
6524,2017-09-01,RXF,1,19453,2811,3959
6525,2017-09-01,RNL,1,7821,769,2030
6527,2017-09-01,RVW,1,3711,386,1541
6531,2017-09-01,RJL,1,11159,1577,2615
6533,2017-09-01,RTF,1,7803,696,3997
6536,2017-09-01,RW6,1,22676,3812,5836
6540,2017-09-01,RQ6,1,7610,2361,2444
6543,2017-09-01,RM3,1,8413,890,2716
6546,2017-09-01,RCU,1,4610,130,705
6547,2017-09-01,RHQ,1,9172,1747,2915
6551,2017-09-01,RTR,1,10518,338,2074
6553,2017-09-01,RE9,1,4930,168,1201
6555,2017-09-01,RVY,1,6195,1352,1763
6557,2017-09-01,RBN,1,9042,1549,3683
6559,2017-09-01,RWJ,1,8019,1625,2535
6560,2017-09-01,RMP,1,7192,838,1658
6562,2017-09-01,RTD,1,10631,875,2195
6565,2017-09-01,RFR,1,7759,1413,1522
6567,2017-09-01,RM2,1,8227,1093,2594
6568,2017-09-01,RTX,1,7033,879,1973
6570,2017-09-01,RWW,1,6814,952,2551
6573,2017-09-01,RBL,1,7651,1291,2504
6577,2017-09-01,RRF,1,7320,1043,2237
6578,2017-09-01,RCB,1,9112,2648,3435
6580,2017-09-01,RTK,1,8417,821,2111
6586,2017-09-01,RXH,1,11981,2046,3365
6589,2017-09-01,RXQ,1,7003,1587,2617
6593,2017-09-01,RN7,1,8365,679,2427
6595,2017-09-01,RBD,1,3671,159,1237
6598,2017-09-01,RVV,1,13457,5076,4411
6600,2017-09-01,RXC,1,9859,1213,2784
6602,2017-09-01,RDU,1,19468,1809,5908
6604,2017-09-01,RTE,1,11814,1642,3675
6605,2017-09-01,RN3,1,6123,1501,2079
6607,2017-09-01,RN5,1,9236,1217,2254
6610,2017-09-01,R1F,1,3792,424,876
6613,2017-09-01,RWF,1,12109,1431,3794
6615,2017-09-01,RPA,1,10012,1624,2257
6616,2017-09-01,RVJ,1,7213,1444,2381
6617,2017-09-01,RBZ,1,3821,715,1218
6621,2017-09-01,RTH,1,11000,2164,2854
6624,2017-09-01,RK9,1,8286,1445,3009
6627,2017-09-01,RD3,1,5586,496,1697
6629,2017-09-01,RHU,1,9193,2760,2937
6633,2017-09-01,RHW,1,9645,1055,3106
6635,2017-09-01,REF,1,6303,2047,2587
6637,2017-09-01,RH8,1,8537,890,1927
6639,2017-09-01,RA2,1,5850,260,2016
6640,2017-09-01,RD1,1,6009,1301,2163
6642,2017-09-01,RNZ,1,3822,339,1042
6650,2017-09-01,RTP,1,8159,485,2423
6652,2017-09-01,RBA,1,5887,432,1905
6654,2017-09-01,RDZ,1,6588,436,1931
6656,2017-09-01,RA9,1,6434,936,2586
6658,2017-09-01,RHM,1,8580,731,2958
6661,2017-09-01,RA7,1,9004,932,2741
6664,2017-09-01,RYR,1,11599,623,3318
6666,2017-09-01,RA3,1,3897,368,1026
6670,2017-09-01,RA4,1,4138,94,1285
6671,2017-08-01,RF4,1,18988,3025,4631
6674,2017-08-01,R1H,1,26810,4162,6668
6679,2017-08-01,RQM,1,15872,1085,3529
6681,2017-08-01,RJ6,1,6291,1414,2072
6684,2017-08-01,RVR,1,11464,723,3411
6686,2017-08-01,RJ1,1,11716,1417,3057
6690,2017-08-01,RQX,1,9642,375,1553
6692,2017-08-01,RYJ,1,9414,2458,3333
6695,2017-08-01,RJZ,1,16300,3048,4354
6698,2017-08-01,RAX,1,8187,799,1887
6700,2017-08-01,RJ2,1,17059,1640,4284
6702,2017-08-01,R1K,1,11541,3672,4905
6706,2017-08-01,RAP,1,13008,2566,2440
6708,2017-08-01,RAL,1,17351,2303,3726
6711,2017-08-01,RJ7,1,12505,1367,3811
6714,2017-08-01,RAS,1,5230,1478,1992
6718,2017-08-01,RRV,1,10858,1204,1768
6721,2017-08-01,RKE,1,7853,716,1266
6724,2017-08-01,RDD,1,11388,862,2644
6725,2017-08-01,RC1,1,5899,269,1806
6727,2017-08-01,RQ3,1,3801,86,754
6728,2017-08-01,RJF,1,5479,940,1736
6730,2017-08-01,RGT,1,9451,1022,3254
6732,2017-08-01,RFS,1,7034,558,1905
6734,2017-08-01,RDE,1,7418,1310,2319
6737,2017-08-01,RTG,1,10723,1720,3321
6741,2017-08-01,RWH,1,8281,1910,2819
6745,2017-08-01,RLT,1,6487,305,1122
6747,2017-08-01,RR1,1,18439,3710,5857
6750,2017-08-01,RGQ,1,7350,830,2002
6752,2017-08-01,RGP,1,7098,335,1227
6754,2017-08-01,RNQ,1,7275,1261,2341
6758,2017-08-01,RC9,1,8333,156,2510
6763,2017-08-01,RQ8,1,7783,1294,2179
6765,2017-08-01,RD8,1,7156,425,1463
6768,2017-08-01,RM1,1,8733,1634,2620
6770,2017-08-01,RGN,1,11300,1639,3130
6772,2017-08-01,RNS,1,8777,1008,2601
6776,2017-08-01,RX1,1,13762,2238,3711
6783,2017-08-01,RXK,1,13817,2148,2998
6786,2017-08-01,RK5,1,8012,617,2488
6788,2017-08-01,RXW,1,10459,2495,2224
6792,2017-08-01,RJC,1,5259,233,1680
6794,2017-08-01,RAJ,1,8355,743,2420
6797,2017-08-01,RNA,1,8115,1607,2221
6799,2017-08-01,RQW,1,8139,2039,1843
6800,2017-08-01,RCX,1,5697,581,2142
6801,2017-08-01,RL4,1,11009,1301,2433
6803,2017-08-01,RWD,1,12947,2895,3389
6804,2017-08-01,RRK,1,9685,1279,2890
6805,2017-08-01,RKB,1,11093,2352,4080
6808,2017-08-01,RWE,1,16687,3051,4229
6810,2017-08-01,RJE,1,13548,3932,4425
6813,2017-08-01,RBK,1,5937,1814,2012
6816,2017-08-01,RWG,1,7322,1923,2774
6818,2017-08-01,RGR,1,5831,578,2009
6819,2017-08-01,RWP,1,9896,3093,2983
6821,2017-08-01,RLQ,1,4703,773,1107
6823,2017-08-01,REM,1,7421,2462,2813
6825,2017-08-01,RCF,1,5225,357,1037
6826,2017-08-01,RBS,1,4030,67,785
6828,2017-08-01,RFF,1,6586,492,1901
6829,2017-08-01,RXL,1,7491,3299,2327
6831,2017-08-01,RMC,1,8396,2016,2151
6833,2017-08-01,RAE,1,10879,1268,3002
6836,2017-08-01,RWY,1,12155,779,2851
6837,2017-08-01,RW3,1,11468,1663,3435
6840,2017-08-01,RLN,1,7361,517,2597
6843,2017-08-01,RJR,1,6134,893,1956
6845,2017-08-01,RXP,1,10806,849,3246
6848,2017-08-01,RP5,1,10762,888,3162
6850,2017-08-01,RJN,1,4063,618,850
6852,2017-08-01,RXR,1,8822,1710,2962
6854,2017-08-01,RR7,1,7126,564,1474
6856,2017-08-01,RCD,1,4002,186,930
6859,2017-08-01,RWA,1,10825,974,3026
6862,2017-08-01,RXN,1,5495,1632,1783
6865,2017-08-01,RR8,1,16616,2346,5009
6871,2017-08-01,RBT,1,5505,331,1826
6873,2017-08-01,RXF,1,19453,3149,4292
6874,2017-08-01,RNL,1,7960,751,2027
6875,2017-08-01,RVW,1,3599,301,1405
6879,2017-08-01,RJL,1,11036,1348,2476
6881,2017-08-01,RTF,1,8029,771,4084
6884,2017-08-01,RW6,1,22134,3832,5613
6888,2017-08-01,RQ6,1,7576,1801,2530
6891,2017-08-01,RM3,1,8283,578,2712
6893,2017-08-01,RCU,1,3617,41,493
6894,2017-08-01,RHQ,1,9405,1395,3100
6897,2017-08-01,RTR,1,10524,479,1966
6899,2017-08-01,RE9,1,4875,214,1171
6901,2017-08-01,RVY,1,6018,1067,1679
6903,2017-08-01,RBN,1,9090,1374,3588
6905,2017-08-01,RWJ,1,7865,1406,2453
6906,2017-08-01,RMP,1,6981,685,1560
6908,2017-08-01,RTD,1,9780,738,2266
6911,2017-08-01,RFR,1,7725,1359,1473
6912,2017-08-01,RM2,1,8143,862,2616
6913,2017-08-01,RTX,1,7550,1148,2011
6915,2017-08-01,RWW,1,6718,584,2630
6918,2017-08-01,RBL,1,7659,2077,2305
6922,2017-08-01,RRF,1,7212,1234,2086
6923,2017-08-01,RCB,1,9367,1977,3417
6925,2017-08-01,RTK,1,8197,1005,1974
6931,2017-08-01,RXH,1,12065,2147,3370
6934,2017-08-01,RXQ,1,6884,1587,2684
6938,2017-08-01,RN7,1,8281,889,2355
6940,2017-08-01,RBD,1,4024,173,1316
6942,2017-08-01,RVV,1,13725,5244,4283
6944,2017-08-01,RXC,1,10477,786,2973
6946,2017-08-01,RDU,1,19250,1857,5798
6948,2017-08-01,RTE,1,11772,1398,3574
6949,2017-08-01,RN3,1,5838,1130,2041
6951,2017-08-01,RN5,1,9136,876,2337
6954,2017-08-01,R1F,1,4283,264,848
6957,2017-08-01,RWF,1,12131,963,3946
6959,2017-08-01,RPA,1,9825,1207,2218
6960,2017-08-01,RVJ,1,7182,1928,2334
6961,2017-08-01,RBZ,1,4268,813,1276
6965,2017-08-01,RTH,1,10663,1874,2897
6968,2017-08-01,RK9,1,8436,1260,2978
6971,2017-08-01,RD3,1,5835,635,1652
6973,2017-08-01,RHU,1,9355,3156,2907
6977,2017-08-01,RHW,1,8991,898,2900
6979,2017-08-01,REF,1,7278,1842,2850
6981,2017-08-01,RH8,1,8371,866,1950
6983,2017-08-01,RA2,1,5524,296,2005
6984,2017-08-01,RD1,1,6046,653,2135
6986,2017-08-01,RNZ,1,3977,371,1125
6994,2017-08-01,RTP,1,8043,451,2516
6996,2017-08-01,RBA,1,6126,537,1982
6998,2017-08-01,RDZ,1,6821,449,1965
7000,2017-08-01,RA9,1,6616,666,2518
7002,2017-08-01,RHM,1,8618,1224,3212
7005,2017-08-01,RA7,1,8371,847,2640
7008,2017-08-01,RYR,1,11970,678,3229
7010,2017-08-01,RA3,1,3961,451,953
7014,2017-08-01,RA4,1,3981,71,1233
7015,2017-07-01,RF4,1,20933,2902,4490
7018,2017-07-01,R1H,1,29475,4654,6894
7023,2017-07-01,RQM,1,17265,1117,3610
7025,2017-07-01,RJ6,1,6631,1638,2225
7028,2017-07-01,RVR,1,12830,638,3597
7030,2017-07-01,RJ1,1,12589,2729,3279
7034,2017-07-01,RQX,1,10563,268,1555
7036,2017-07-01,RYJ,1,9688,2092,3167
7039,2017-07-01,RJZ,1,17817,2805,4564
7042,2017-07-01,RAX,1,9006,708,1972
7044,2017-07-01,RJ2,1,18080,1901,4680
7046,2017-07-01,R1K,1,12136,3317,5362
7050,2017-07-01,RAP,1,14615,2648,2368
7052,2017-07-01,RAL,1,18770,3062,3537
7055,2017-07-01,RJ7,1,13501,1495,4026
7058,2017-07-01,RAS,1,5617,1826,1969
7062,2017-07-01,RRV,1,12054,1420,1607
7065,2017-07-01,RKE,1,8537,656,1342
7068,2017-07-01,RDD,1,12107,1429,2885
7069,2017-07-01,RC1,1,6690,465,2006
7071,2017-07-01,RQ3,1,4916,233,841
7072,2017-07-01,RJF,1,5570,743,1759
7074,2017-07-01,RGT,1,10253,628,3203
7076,2017-07-01,RFS,1,7281,592,1960
7078,2017-07-01,RDE,1,7637,2351,2236
7081,2017-07-01,RTG,1,11921,1992,3366
7085,2017-07-01,RWH,1,8774,1962,2958
7089,2017-07-01,RLT,1,7088,722,1138
7092,2017-07-01,RR1,1,19922,3877,5953
7095,2017-07-01,RGQ,1,7708,468,1921
7097,2017-07-01,RGP,1,7095,442,1304
7099,2017-07-01,RNQ,1,7532,776,2410
7103,2017-07-01,RC9,1,9065,130,2385
7108,2017-07-01,RQ8,1,8378,1343,2223
7110,2017-07-01,RD8,1,7950,1222,1367
7113,2017-07-01,RM1,1,10121,995,2628
7115,2017-07-01,RGN,1,12348,1317,3100
7117,2017-07-01,RNS,1,9465,1169,2870
7121,2017-07-01,RX1,1,15206,2746,3852
7128,2017-07-01,RXK,1,15325,2653,3037
7131,2017-07-01,RK5,1,8535,555,2606
7133,2017-07-01,RXW,1,11114,2655,2328
7137,2017-07-01,RJC,1,5811,297,1617
7139,2017-07-01,RAJ,1,8693,725,2229
7142,2017-07-01,RNA,1,9056,1563,2374
7144,2017-07-01,RQW,1,8792,2347,1900
7145,2017-07-01,RCX,1,5725,908,2245
7146,2017-07-01,RL4,1,11752,1108,2466
7148,2017-07-01,RWD,1,13454,2960,3571
7149,2017-07-01,RRK,1,10189,1357,2938
7150,2017-07-01,RKB,1,12011,2885,4222
7153,2017-07-01,RWE,1,17383,3823,4247
7155,2017-07-01,RJE,1,15922,4057,4816
7158,2017-07-01,RBK,1,6461,1804,2068
7161,2017-07-01,RWG,1,7959,2062,3032
7163,2017-07-01,RGR,1,6124,461,2017
7164,2017-07-01,RWP,1,10611,2943,3096
7166,2017-07-01,RLQ,1,4894,1165,1110
7168,2017-07-01,REM,1,7676,2814,2744
7170,2017-07-01,RCF,1,5770,251,1043
7171,2017-07-01,RBS,1,5016,347,978
7173,2017-07-01,RFF,1,7119,343,2100
7174,2017-07-01,RXL,1,7742,2971,2261
7176,2017-07-01,RMC,1,9210,1549,2195
7178,2017-07-01,RAE,1,11808,1403,3079
7181,2017-07-01,RWY,1,13170,863,2974
7182,2017-07-01,RW3,1,12759,1369,3532
7185,2017-07-01,RLN,1,7866,612,2531
7188,2017-07-01,RJR,1,6531,1038,1660
7190,2017-07-01,RXP,1,11416,1188,3453
7193,2017-07-01,RP5,1,11149,992,3125
7195,2017-07-01,RJN,1,4291,393,914
7197,2017-07-01,RXR,1,9235,3199,3059
7199,2017-07-01,RR7,1,7756,395,1617
7201,2017-07-01,RCD,1,4293,138,936
7204,2017-07-01,RWA,1,11893,1101,3247
7207,2017-07-01,RXN,1,5758,1252,1829
7210,2017-07-01,RR8,1,17448,2534,5196
7216,2017-07-01,RBT,1,5930,566,1878
7218,2017-07-01,RXF,1,21359,3118,4878
7219,2017-07-01,RNL,1,8421,569,2019
7220,2017-07-01,RVW,1,3857,215,1555
7224,2017-07-01,RJL,1,11622,2185,2525
7226,2017-07-01,RTF,1,8212,809,4072
7228,2017-07-01,RW6,1,24481,4342,5689
7232,2017-07-01,RQ6,1,7851,2424,2253
7235,2017-07-01,RM3,1,8666,731,2889
7237,2017-07-01,RCU,1,4790,70,705
7238,2017-07-01,RHQ,1,9485,1574,2946
7241,2017-07-01,RTR,1,10837,472,2123
7243,2017-07-01,RE9,1,5170,235,1269
7245,2017-07-01,RVY,1,6714,1176,1751
7247,2017-07-01,RBN,1,9960,1639,3765
7249,2017-07-01,RWJ,1,8635,1876,2669
7250,2017-07-01,RMP,1,7629,794,1800
7252,2017-07-01,RTD,1,10359,662,2226
7255,2017-07-01,RFR,1,8342,1693,1698
7257,2017-07-01,RM2,1,8793,788,2631
7258,2017-07-01,RTX,1,7953,1443,2052
7260,2017-07-01,RWW,1,7094,803,2620
7263,2017-07-01,RBL,1,8387,2479,2447
7267,2017-07-01,RRF,1,7796,824,2138
7268,2017-07-01,RCB,1,9804,2210,3520
7270,2017-07-01,RTK,1,8690,867,2055
7276,2017-07-01,RXH,1,13120,2597,3523
7279,2017-07-01,RXQ,1,7385,1102,3005
7284,2017-07-01,RN7,1,8930,741,2535
7286,2017-07-01,RBD,1,3886,109,1262
7288,2017-07-01,RVV,1,14143,5287,4270
7290,2017-07-01,RXC,1,10596,1308,2874
7292,2017-07-01,RDU,1,20686,1751,6015
7294,2017-07-01,RTE,1,12378,2043,3647
7295,2017-07-01,RN3,1,6177,1236,2077
7297,2017-07-01,RN5,1,9809,678,2254
7300,2017-07-01,R1F,1,4452,623,888
7304,2017-07-01,RWF,1,12604,1003,3750
7306,2017-07-01,RPA,1,10581,1219,2332
7307,2017-07-01,RVJ,1,7634,1855,2443
7308,2017-07-01,RBZ,1,4186,387,1154
7312,2017-07-01,RTH,1,11763,2592,2921
7315,2017-07-01,RK9,1,9037,1452,3036
7317,2017-07-01,RD3,1,6200,566,1634
7319,2017-07-01,RHU,1,9913,2780,2990
7323,2017-07-01,RHW,1,9700,483,2918
7325,2017-07-01,REF,1,6957,1371,2774
7327,2017-07-01,RH8,1,8844,492,1868
7329,2017-07-01,RA2,1,6073,238,2087
7330,2017-07-01,RD1,1,6084,408,2047
7332,2017-07-01,RNZ,1,4141,191,1127
7340,2017-07-01,RTP,1,8342,531,2503
7342,2017-07-01,RBA,1,6319,364,1902
7344,2017-07-01,RDZ,1,7052,660,2028
7346,2017-07-01,RA9,1,6797,644,2614
7348,2017-07-01,RHM,1,9153,907,3429
7350,2017-07-01,RA7,1,9303,997,2901
7353,2017-07-01,RYR,1,12536,844,3309
7355,2017-07-01,RA3,1,3958,376,1032
7359,2017-07-01,RA4,1,4221,91,1362
7360,2017-06-01,RF4,1,20127,2916,4481
7363,2017-06-01,R1H,1,28006,4029,6414
7368,2017-06-01,RQM,1,16675,1169,3542
7370,2017-06-01,RJ6,1,6332,1228,2122
7373,2017-06-01,RVR,1,12424,640,3419
7375,2017-06-01,RJ1,1,11798,1454,3184
7379,2017-06-01,RQX,1,10247,509,1680
7381,2017-06-01,RYJ,1,9370,1992,3262
7384,2017-06-01,RJZ,1,17358,3348,4626
7387,2017-06-01,RAX,1,8784,970,1969
7389,2017-06-01,RJ2,1,17705,1313,4371
7391,2017-06-01,R1K,1,11649,3781,4890
7395,2017-06-01,RAP,1,14542,2598,2309
7397,2017-06-01,RAL,1,18670,2865,3696
7400,2017-06-01,RJ7,1,12986,1134,3847
7403,2017-06-01,RAS,1,5458,1649,1893
7407,2017-06-01,RRV,1,11389,900,2147
7410,2017-06-01,RKE,1,8239,627,1387
7413,2017-06-01,RDD,1,11910,1232,2818
7414,2017-06-01,RC1,1,6486,266,1911
7416,2017-06-01,RQ3,1,4727,164,874
7417,2017-06-01,RJF,1,5354,844,1679
7419,2017-06-01,RGT,1,10047,737,3493
7421,2017-06-01,RFS,1,6968,553,1834
7423,2017-06-01,RDE,1,7527,1335,2201
7426,2017-06-01,RTG,1,11411,2673,3269
7430,2017-06-01,RWH,1,8836,1706,2878
7434,2017-06-01,RLT,1,6893,342,1220
7437,2017-06-01,RR1,1,18958,3705,5604
7440,2017-06-01,RGQ,1,7588,688,1964
7442,2017-06-01,RGP,1,6817,345,1307
7444,2017-06-01,RNQ,1,7344,841,2407
7448,2017-06-01,RC9,1,8918,108,2468
7453,2017-06-01,RQ8,1,8217,1600,2270
7455,2017-06-01,RD8,1,7662,1086,1382
7458,2017-06-01,RM1,1,10078,974,2599
7460,2017-06-01,RGN,1,11931,1118,3135
7462,2017-06-01,RNS,1,9139,1152,2738
7466,2017-06-01,RX1,1,14576,2824,3719
7473,2017-06-01,RXK,1,14612,2974,2938
7476,2017-06-01,RK5,1,8168,369,2325
7478,2017-06-01,RXW,1,10557,2429,2268
7482,2017-06-01,RJC,1,5590,219,1727
7484,2017-06-01,RAJ,1,8729,811,2233
7487,2017-06-01,RNA,1,8902,888,2426
7489,2017-06-01,RQW,1,8625,2159,1793
7490,2017-06-01,RCX,1,5538,906,2201
7491,2017-06-01,RL4,1,11531,1212,2592
7493,2017-06-01,RWD,1,13203,2446,3360
7494,2017-06-01,RRK,1,9505,1190,2776
7495,2017-06-01,RKB,1,11566,2679,3954
7498,2017-06-01,RWE,1,17603,4302,4189
7500,2017-06-01,RJE,1,14972,3755,4571
7503,2017-06-01,RBK,1,6261,1501,2043
7506,2017-06-01,RWG,1,7807,1313,2864
7508,2017-06-01,RGR,1,5922,265,1956
7509,2017-06-01,RWP,1,10313,2824,3174
7511,2017-06-01,RLQ,1,4680,834,1161
7513,2017-06-01,REM,1,7023,2935,2396
7515,2017-06-01,RCF,1,5424,259,951
7516,2017-06-01,RBS,1,4738,189,978
7518,2017-06-01,RFF,1,7062,576,2165
7519,2017-06-01,RXL,1,7262,2149,2161
7521,2017-06-01,RMC,1,8793,1491,2056
7523,2017-06-01,RAE,1,10979,1508,2968
7526,2017-06-01,RWY,1,12361,985,2872
7527,2017-06-01,RW3,1,12121,1617,3412
7530,2017-06-01,RLN,1,7687,643,2595
7533,2017-06-01,RJR,1,6075,775,1442
7535,2017-06-01,RXP,1,11379,1259,3316
7538,2017-06-01,RP5,1,11274,1071,3234
7540,2017-06-01,RJN,1,4054,506,938
7542,2017-06-01,RXR,1,8653,2304,2995
7544,2017-06-01,RR7,1,7246,358,1470
7546,2017-06-01,RCD,1,4197,152,937
7549,2017-06-01,RWA,1,11408,817,3116
7552,2017-06-01,RXN,1,5352,922,1716
7555,2017-06-01,RR8,1,16700,1614,5114
7561,2017-06-01,RBT,1,5838,437,1827
7563,2017-06-01,RXF,1,20001,2480,4645
7564,2017-06-01,RNL,1,7829,581,1936
7565,2017-06-01,RVW,1,3723,126,1431
7569,2017-06-01,RJL,1,11396,2219,2386
7571,2017-06-01,RTF,1,8022,631,4022
7573,2017-06-01,RW6,1,22845,4287,5433
7577,2017-06-01,RQ6,1,7515,1890,2226
7580,2017-06-01,RM3,1,8654,1408,2788
7582,2017-06-01,RCU,1,4728,82,639
7583,2017-06-01,RHQ,1,9006,1174,2611
7586,2017-06-01,RTR,1,10520,414,1961
7588,2017-06-01,RE9,1,4943,170,1159
7590,2017-06-01,RVY,1,6368,927,1836
7592,2017-06-01,RBN,1,9094,1936,3577
7594,2017-06-01,RWJ,1,8022,1177,2508
7595,2017-06-01,RMP,1,7215,671,1729
7596,2017-06-01,RTD,1,9749,658,2024
7599,2017-06-01,RFR,1,6283,1296,1538
7601,2017-06-01,RM2,1,8388,827,2467
7602,2017-06-01,RTX,1,7570,1019,1928
7604,2017-06-01,RWW,1,6909,1046,2559
7607,2017-06-01,RBL,1,8023,1919,2445
7611,2017-06-01,RRF,1,7737,1105,2026
7612,2017-06-01,RCB,1,9358,1312,3444
7614,2017-06-01,RTK,1,8464,1086,1996
7620,2017-06-01,RXH,1,12618,1844,3468
7623,2017-06-01,RXQ,1,7304,1027,3109
7629,2017-06-01,RN7,1,8257,1096,2356
7631,2017-06-01,RBD,1,3808,154,1361
7633,2017-06-01,RVV,1,13201,3869,3992
7635,2017-06-01,RXC,1,10050,1204,2681
7637,2017-06-01,RDU,1,20339,1774,5763
7639,2017-06-01,RTE,1,11850,2380,3606
7640,2017-06-01,RN3,1,6239,1399,1892
7642,2017-06-01,RN5,1,9556,1001,2302
7645,2017-06-01,R1F,1,3834,978,868
7650,2017-06-01,RWF,1,12279,1091,3709
7652,2017-06-01,RPA,1,9978,893,2258
7653,2017-06-01,RVJ,1,7505,1566,2342
7654,2017-06-01,RBZ,1,3831,520,1122
7658,2017-06-01,RTH,1,11705,2316,2980
7661,2017-06-01,RK9,1,8436,1164,2891
7663,2017-06-01,RD3,1,5798,605,1589
7665,2017-06-01,RHU,1,9616,2345,2964
7669,2017-06-01,RHW,1,9565,460,3091
7671,2017-06-01,REF,1,6379,1183,2648
7673,2017-06-01,RH8,1,8244,600,1871
7675,2017-06-01,RA2,1,6024,153,2004
7676,2017-06-01,RD1,1,5876,651,2029
7678,2017-06-01,RNZ,1,4002,184,1038
7686,2017-06-01,RTP,1,8308,598,2516
7688,2017-06-01,RBA,1,6005,380,1838
7690,2017-06-01,RDZ,1,6617,615,1843
7692,2017-06-01,RA9,1,6458,766,2626
7694,2017-06-01,RHM,1,8547,1304,3314
7696,2017-06-01,RA7,1,8851,1263,2767
7698,2017-06-01,RYR,1,11971,799,3210
7700,2017-06-01,RA3,1,4457,479,1075
7704,2017-06-01,RA4,1,4151,99,1396
7705,2017-05-01,RF4,1,21821,4312,4820
7708,2017-05-01,R1H,1,29615,6075,6339
7713,2017-05-01,RQM,1,17871,1960,3825
7715,2017-05-01,RJ6,1,6439,967,2141
7718,2017-05-01,RVR,1,13172,606,3659
7720,2017-05-01,RJ1,1,12697,2202,3284
7724,2017-05-01,RQX,1,10953,781,1755
